hh.id,herd.population,season,location ,type,herd.management,herd.water.dist,herd.move.type,village.lat,village.long,hh_seroprevalence
"WC BJ 02S,G&03C",25,wet,pond.BJ,water.source,herded,1,No,13.20078,-16.122072,10
"WC BJ 02S,G&03C",25,dry,well.BJ,water.source,freerange,0,No,13.20078,-16.122072,10
WC BJ 03,56,wet,grassland.BJ,grazing,herded,0,No,13.20078,-16.122072,30
WC BJ 03,56,dry,grassland.BJ,grazing,freerange,1,No,13.20078,-16.122072,30
WC BJ 03,56,wet,pond.BJ,water.source,herded,1,No,13.20078,-16.122072,30
WC BJ 03,56,dry,well.BJ,water.source,freerange,0,No,13.20078,-16.122072,30
WC BT 01,28,wet,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,13.3
WC BT 01,28,dry,grassland.BT,grazing,freerange,0,No,13.2493432,-16.2131636,13.3
WC BT 01,28,wet,pond.BT,water.source,herded,2,No,13.2493432,-16.2131636,13.3
WC BT 01,28,dry,well.BT,water.source,freerange,0,No,13.2493432,-16.2131636,13.3
WC BT 02,65,wet,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,37.5
WC BT 02,65,dry,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,37.5
WC BT 02,65,wet,pond.BT,water.source,herded,2,No,13.2493432,-16.2131636,37.5
WC BT 02,65,dry,well.BT,water.source,herded,0,No,13.2493432,-16.2131636,37.5
WC BT 03,65,wet,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,20
WC BT 03,65,dry,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,20
WC BT 03,65,wet,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,20
WC BT 03,65,dry,grassland.BT,grazing,herded,0,No,13.2493432,-16.2131636,20
WC GU 01&07S&06G,35,wet,grassland.GU,grazing,herded,0,No,13.179402,-16.759155,0
WC GU 01&07S&06G,35,dry,grassland.GU,grazing,freerange,0,No,13.179402,-16.759155,0
WC GU 01&07S&06G,35,wet,pond.GU,water.source,herded,2,No,13.179402,-16.759155,0
WC GU 01&07S&06G,35,dry,well.GU,water.source,freerange,0,No,13.179402,-16.759155,0
WC GU 02&08S&04G,74,wet,grassland.GU,grazing,herded,2,No,13.179402,-16.759155,0
WC GU 02&08S&04G,74,dry,grassland.GU,grazing,herded,2,No,13.179402,-16.759155,0
WC GU 02&08S&04G,74,wet,pond.GU,water.source,herded,2,No,13.179402,-16.759155,0
WC GU 02&08S&04G,74,dry,well.GU,water.source,herded,0,No,13.179402,-16.759155,0
WC KS 01,25,wet,grassland.KS,grazing,herded,0,No,13.173335,-16.174911,20
WC KS 01,25,dry,grassland.KS,grazing,freerange,0,No,13.173335,-16.174911,20
WC KS 01,25,wet,pond.KS,water.source,herded,1,No,13.173335,-16.174911,20
WC KS 01,25,dry,well.KS,water.source,freerange,0,No,13.173335,-16.174911,20
WC KS 02,27,wet,grassland.KS,grazing,herded,0,No,13.173335,-16.174911,30
WC KS 02,27,dry,grassland.KS,grazing,freerange,0,No,13.173335,-16.174911,30
WC KS 02,27,wet,pond.KS,water.source,herded,1,No,13.173335,-16.174911,30
WC KS 02,27,dry,well.KS,water.source,freerange,0,No,13.173335,-16.174911,30
WC KS 03,22,wet,grassland.KS,grazing,herded,0,No,13.173335,-16.174911,20
WC KS 03,22,dry,grassland.KS,grazing,freerange,0,No,13.173335,-16.174911,20
WC KS 03,22,wet,pond.KS,water.source,herded,1,No,13.173335,-16.174911,20
WC KS 03,22,dry,well.KS,water.source,freerange,0,No,13.173335,-16.174911,20
WC SF 01,28,wet,grassland.SF,grazing,herded,0,No,13.188491,-16.695134,11.1
WC SF 01,28,dry,swamp.SF,grazing,herded,2,No,13.188491,-16.695134,11.1
WC SF 01,28,wet,pond.SF,water.source,herded,2,No,13.188491,-16.695134,11.1
WC SF 01,28,dry,swamp.SF,water.source,herded,2,No,13.188491,-16.695134,11.1
WC SF 02&05G,35,wet,grassland.SF,grazing,herded,0,No,13.188491,-16.695134,25
WC SF 02&05G,35,dry,swamp.SF,grazing,freerange,2,No,13.188491,-16.695134,25
WC SF 02&05G,35,wet,pond.SF,water.source,herded,2,No,13.188491,-16.695134,25
WC SF 02&05G,35,dry,swamp.SF,water.source,freerange,2,No,13.188491,-16.695134,25
WC SF 03&06S,73,wet,grassland.SF,grazing,herded,0,No,13.188491,-16.695134,20
WC SF 03&06S,73,dry,swamp.SF,grazing,herded,2,No,13.188491,-16.695134,20
WC SF 03&06S,73,wet,pond.SF,water.source,herded,2,No,13.188491,-16.695134,20
WC SF 03&06S,73,dry,swamp.SF,water.source,herded,2,No,13.188491,-16.695134,20
WC WA 01,26,wet,grassland.WA,grazing,herded,0,No,13.2132418,-15.8633019,37.5
WC WA 01,26,dry,grassland.WA,grazing,herded,0,No,13.2132418,-15.8633019,37.5
WC WA 01,26,wet,pond.WA,water.source,herded,0.5,No,13.2132418,-15.8633019,37.5
WC WA 01,26,dry,well.WA,water.source,herded,0,No,13.2132418,-15.8633019,37.5
WC WA 02&04G,43,wet,grassland.WA,grazing,herded,0,No,13.2132418,-15.8633019,37.5
WC WA 02&04G,43,dry,grassland.WA,grazing,freerange,0,No,13.2132418,-15.8633019,37.5
WC WA 02&04G,43,wet,pond.WA,water.source,herded,0.5,No,13.2132418,-15.8633019,37.5
WC WA 02&04G,43,dry,well.WA,water.source,freerange,0,No,13.2132418,-15.8633019,37.5
WC WA 03&05S,15,wet,grassland.WA,grazing,herded,0,No,13.2132418,-15.8633019,42.9
WC WA 03&05S,15,dry,grassland.WA,grazing,herded,0,No,13.2132418,-15.8633019,42.9
WC WA 03&05S,15,wet,pond.WA,water.source,herded,0.5,No,13.2132418,-15.8633019,42.9
WC WA 03&05S,15,dry,well.WA,water.source,herded,0,No,13.2132418,-15.8633019,42.9
